Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
LPGGM338,338 GREEN M PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPGGL338,338 GREEN L PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPGGXL338,338 GREEN XL PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPBEXL338,338 BLUE XL PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPBBM338,338 BLACK M PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPBBL338,338 BLACL L PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPBBXL338,338 BLACL XL PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LP0CM338,338 CREAM M PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LP0CL338,338 CREAM L PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LP0CXL338,338 CREAM XL PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
