Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
LJCFS302,302 S JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJCFS605,605 S JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJCFM605,605 M JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJCFL605,605 L JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJBBS5533,5533 BLACK S JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJBBM5533,5533 BLACK M JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJBBL5533,5533 BLACK L JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJBEL5533,5533 BLUE L JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJBES6620,6620 BLUE S JEAN,LJ,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LJBEM6620,6620 BLUE M JEAN,LJ,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LJBEL6620,6620 BLUE L JEAN,LJ,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LJCFXL605,605 XL JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
