Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
LJCFS302,5,12,WH1,2,,,,received,,PAID,,,
LJCFS605,5,12,WH1,2,,,,received,,PAID,,,
LJCFM605,5,14,WH1,2,,,,received,,PAID,,,
LJCFL605,5,13,WH1,2,,,,received,,PAID,,,
LJBBS5533,5.3,7,WH1,2,,,,received,,PAID,,,
LJBBM5533,5.3,6,WH1,2,,,,received,,PAID,,,
LJBBL5533,5.3,31,WH1,2,,,,received,,PAID,,,
LJBEL5533,5.3,12,WH1,2,,,,received,,PAID,,,
LJBES188,7.3,12,WH1,2,,,,received,,PAID,,,
LJBEM188,7.3,12,WH1,2,,,,received,,PAID,,,
LJBBS6620,6,12,WH1,2,,,,received,,PAID,,,
LJBBM6620,6,12,WH1,2,,,,received,,PAID,,,
LJBBL6620,6,12,WH1,2,,,,received,,PAID,,,
LJBES6620,6,12,WH1,2,,,,received,,PAID,,,
LJBEM6620,6,12,WH1,2,,,,received,,PAID,,,
LJBEL6620,6,12,WH1,2,,,,received,,PAID,,,
LJCFXL605,5,11,WH1,2,,,,received,,PAID,,,
