Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
CDCFS1679,7.3,10,WH1,2,,,,received,,PAID,,,
CDCFM1679,7.3,10,WH1,2,,,,received,,PAID,,,
CDCFL1679,7.3,10,WH1,2,,,,received,,PAID,,,
SYCFF2172,6.4,12,WH1,2,,,,received,,PAID,,,
CDCFS5102,9.3,6,WH1,2,,,,received,,PAID,,,
CDCFM5102,9.3,6,WH1,2,,,,received,,PAID,,,
CDCFL5102,9.3,6,WH1,2,,,,received,,PAID,,,
CDCFS6112,8.5,10,WH1,2,,,,received,,PAID,,,
CDCFM6112,8.5,10,WH1,2,,,,received,,PAID,,,
CDCFL6112,8.5,8,WH1,2,,,,received,,PAID,,,
CDCFS8862,8.7,8,WH1,2,,,,received,,PAID,,,
CDCFM8862,8.7,10,WH1,2,,,,received,,PAID,,,
CDCFL8862,8.7,8,WH1,2,,,,received,,PAID,,,
