"Product Code","Product Name",Variant,Expected,Counted
1329G80,1329G80,,0.0000,
1345B70,1345B70,,0.0000,
BG001267,BG001267,,0.0000,
BG00174,"174 BAG",,0.0000,
BG001996,"1996 BAG",,0.0000,
BG001997,"1997 BAG",,0.0000,
BG002900,BG002900,,0.0000,
BG003095,BG003095,,0.0000,
BG003388,"3388 BAG",,2.0000,
BG004002,"4002 BAG",,0.0000,
BG0047812,"47812 BAG",,5.0000,
BG004818,"4818 BAG",,10.0000,
BG005159,BG005159,,2.0000,
BG006017,"6017 BAG",,0.0000,
BG006021,BG006021,,0.0000,
BG007500,"7500 BAG",,3.0000,
BG008005,"8005 BAG",,3.0000,
BG008006,"8006 BAG",,7.0000,
BG008007,"8007 BAG",,4.0000,
BG008038,BG008038,,0.0000,
BG008077,"8077 BAG",,0.0000,
BG008144,BG008144,,0.0000,
BG008146B,BG008146B,,0.0000,
BG008888,"8888 BAG",,6.0000,
BG009035,BG009035,,0.0000,
BG009804,"9804 BAG",,5.0000,
BG009909B,"9909 BIG BAG",,3.0000,
BG009909S,"9909 SMALL BAG",,3.0000,
BG0099160,"99160 BAG",,8.0000,
BG0099161,"99161 BAG",,5.0000,
BG009982,BG009982,,0.0000,
BG00C1150,"C1150 BAG",,3.0000,
BG00C2575,"C2575 BAG",,9.0000,
BG00C2609,"C2609 BAG",,8.0000,
BG00C2703,"C2703 BAG",,0.0000,
BG00C3013,"C3013 BAG",,1.0000,
BG00C970B,"C970 BIG BAG",,1.0000,
BG00C970S,"C970 SMALL BAG",,0.0000,
BG0B0079,BG0B0079,,0.0000,
BG0B1139,BG0B1139,,0.0000,
BG0B4105,BG0B4105,,0.0000,
BG0B511,BG0B511,,10.0000,
BG0B6041,BG0B6041,,1.0000,
BG0B667,BG0B667,,5.0000,
BG0B8038,BG0B8038,,0.0000,
BG0B8039,BG0B8039,,0.0000,
BG0B882,BG0B882,,0.0000,
BG0BC2017,BG0BC2017,,0.0000,
BG0BF613,BG0BF613,,0.0000,
BG0BF615,"F615 BLUE BAG",,0.0000,
BG0BT619,BG0BT619,,0.0000,
BG0C1080,"1080 CREAM BAG",,0.0000,
BG0C2031,"2031 CREAM BAG",,2.0000,
BG0C2032,"2032 CREAM BAG",,4.0000,
BG0C6177,"6177 CREAM BAG",,4.0000,
BG0C99164,"99614 CREAM BAG",,8.0000,
BG0G1069,BG0G1069,,2.0000,
BG0G15032,"15032 GRAY BAG",,1.0000,
BG0G17072,"17072 GRAY BAG",,0.0000,
BG0G1710,"1710 GRAY BAG",,3.0000,
BG0G176,"176 GRAY BAG",,0.0000,
BG0G18072,"18072 GRAY BAG",,1.0000,
BG0G2031,"2031 GRAY BAG",,2.0000,
BG0G2032,"2032 GRAY BAG",,3.0000,
BG0G2039,"2039 GRAY BAG",,10.0000,
BG0G22072,"22072 GRAY BAG",,3.0000,
BG0G335,"335 GRAY BAG",,0.0000,
BG0G4001,"4001 GOLD BAG",,0.0000,
BG0G40622,"40622 GRAY BAG",,1.0000,
BG0G5088,BG0G5088,,1.0000,
BG0G5182,BG0G5182,,0.0000,
BG0G551,"551 GRAY BAG",,0.0000,
BG0G58991,"58991 GRAY BAG",,2.0000,
BG0G6028,BG0G6028,,0.0000,
BG0G6038,BG0G6038,,0.0000,
BG0G6041,BG0G6041,,2.0000,
BG0G612,BG0G612,,0.0000,
BG0G8078,BG0G8078,,0.0000,
BG0G8084,BG0G8084,,0.0000,
BG0G8174,"8174 GRAY BAG",,0.0000,
BG0G8191,"8191 GRAY BAG",,2.0000,
BG0G881,BG0G881,,0.0000,
BG0G9058,"9058 GRAY BAG",,5.0000,
