Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0WF1820,6.3,12,WH1,2,,,,received,,PAID,,,
SYGGF1820,6.3,12,WH1,2,,,,received,,PAID,,,
SY0PF1820,6.3,12,WH1,2,,,,received,,PAID,,,
SYCFF1825,6,12,WH1,2,,,,received,,PAID,,,
SYBEF1828,6.6,12,WH1,2,,,,received,,PAID,,,
SYBBF1828,6.6,12,WH1,2,,,,received,,PAID,,,
SY0WF1830,5,12,WH1,2,,,,received,,PAID,,,
SYGGF1830,5,12,WH1,2,,,,received,,PAID,,,
SY0YF1831,6,12,WH1,2,,,,received,,PAID,,,
SY0PF1831,6,12,WH1,2,,,,received,,PAID,,,
