"Product Code","Product Name",Variant,Expected,Counted
1329G80,1329G80,,1.0000,
1345B70,1345B70,,1.0000,
5512BS,5512BS,,1.0000,
67727GG,67727GG,,1.0000,
67727SG,67727SG,,1.0000,
6930167107585,"A-Y man underwear",,-10.0000,
7100WS,7100WS,,1.0000,
7101BG,7101BG,,0.0000,
7101BS,7101BS,,2.0000,
7722BS,7722BS,,0.0000,
7724BG,7724BG,,1.0000,
7727SS,7727SS,,1.0000,
9966BS,9966BS,,1.0000,
BC0F021,BC0F021,,1.0000,
BC0F035,BC0F035,,1.0000,
BC0F040,BC0F040,,1.0000,
BC0F062,BC0F062,,1.0000,
BC0G011,BC0G011,,1.0000,
BC0G028,BC0G028,,1.0000,
BC0G030,BC0G030,,1.0000,
BC0G119,BC0G119,,1.0000,
BC0G121,BC0G121,,0.0000,
BC0L017,BC0L017,,1.0000,
BCF042B,BCF042B,,0.0000,
BCG057W,BCG057W,,1.0000,
BG001267,BG001267,,1.0000,
BG00174,"174 BAG",,1.0000,
BG001996,"1996 BAG",,0.0000,
BG001997,"1997 BAG",,0.0000,
BG002900,BG002900,,0.0000,
BG003095,BG003095,,1.0000,
BG003388,"3388 BAG",,1.0000,
BG004002,"4002 BAG",,1.0000,
BG0047812,"47812 BAG",,0.0000,
BG004818,"4818 BAG",,6.0000,
BG005159,BG005159,,0.0000,
BG006017,"6017 BAG",,0.0000,
BG006021,BG006021,,1.0000,
BG007500,"7500 BAG",,2.0000,
BG008005,"8005 BAG",,-2.0000,
BG008006,"8006 BAG",,1.0000,
BG008007,"8007 BAG",,1.0000,
BG008038,BG008038,,-1.0000,
BG008077,"8077 BAG",,-1.0000,
BG008144,BG008144,,0.0000,
BG008146B,BG008146B,,0.0000,
BG008888,"8888 BAG",,2.0000,
BG009035,BG009035,,0.0000,
BG009804,"9804 BAG",,0.0000,
BG009909B,"9909 BIG BAG",,0.0000,
BG009909S,"9909 SMALL BAG",,2.0000,
BG0099160,"99160 BAG",,2.0000,
BG0099161,"99161 BAG",,2.0000,
BG009982,BG009982,,2.0000,
BG00C1150,"C1150 BAG",,-1.0000,
BG00C2575,"C2575 BAG",,3.0000,
BG00C2609,"C2609 BAG",,2.0000,
BG00C2703,"C2703 BAG",,1.0000,
BG00C3013,"C3013 BAG",,2.0000,
BG00C970B,"C970 BIG BAG",,1.0000,
BG00C970S,"C970 SMALL BAG",,1.0000,
BG0B0079,BG0B0079,,0.0000,
BG0B1139,BG0B1139,,0.0000,
BG0B4105,BG0B4105,,1.0000,
BG0B511,BG0B511,,4.0000,
BG0B6041,BG0B6041,,1.0000,
BG0B667,BG0B667,,1.0000,
BG0B8038,BG0B8038,,0.0000,
BG0B8039,BG0B8039,,4.0000,
BG0B882,BG0B882,,1.0000,
BG0BC2017,BG0BC2017,,2.0000,
BG0BF613,BG0BF613,,0.0000,
BG0BF615,"F615 BLUE BAG",,0.0000,
BG0BT619,BG0BT619,,0.0000,
BG0C1080,"1080 CREAM BAG",,2.0000,
BG0C2031,"2031 CREAM BAG",,3.0000,
BG0C2032,"2032 CREAM BAG",,2.0000,
BG0C6177,"6177 CREAM BAG",,0.0000,
BG0C99164,"99614 CREAM BAG",,1.0000,
BG0G1069,BG0G1069,,1.0000,
BG0G15032,"15032 GRAY BAG",,0.0000,
BG0G17072,"17072 GRAY BAG",,1.0000,
BG0G1710,"1710 GRAY BAG",,2.0000,
BG0G176,"176 GRAY BAG",,0.0000,
