Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
LPCFXL398,7.9,10,WH1,2,,,,received,,PAID,,,
LPCFM398,7.9,10,WH1,2,,,,received,,PAID,,,
LPCFL398,7.9,10,WH1,2,,,,received,,PAID,,,
LPCFS1753,8.4,8,WH1,2,,,,received,,PAID,,,
LPCFM1753,8.4,12,WH1,2,,,,received,,PAID,,,
LPCFL1753,8.4,10,WH1,2,,,,received,,PAID,,,
LPCFXL1753,8.4,8,WH1,2,,,,received,,PAID,,,
LPCFS1755,8.4,8,WH1,2,,,,received,,PAID,,,
LPCFM1755,8.4,12,WH1,2,,,,received,,PAID,,,
LPCFL1755,8.4,12,WH1,2,,,,received,,PAID,,,
LPCFXL1755,8.4,10,WH1,2,,,,received,,PAID,,,
