Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SH0WS50706,2.5,16,WH1,2,,,,received,,PAID,,,
SH0WM50706,2.5,16,WH1,2,,,,received,,PAID,,,
SYBBS50706,2.5,16,WH1,2,,,,received,,PAID,,,
SYBBM50706,2.5,18,WH1,2,,,,received,,PAID,,,
SYCFF50636,2.5,20,WH1,2,,,,received,,PAID,,,
SYCFS50661,2.5,20,WH1,2,,,,received,,PAID,,,
SYCFM50661,2.5,10,WH1,2,,,,received,,PAID,,,
SKCFM61109,2.5,20,WH1,2,,,,received,,PAID,,,
SYCFS50760,2.5,16,WH1,2,,,,received,,PAID,,,
SYCFM50760,2.5,14,WH1,2,,,,received,,PAID,,,
