Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
BG0G5911,5911 GRAY BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BGBE5911,5911 BLUE BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BGBE5115,5115 BLUE BAG,BG,UNIT,,10,1,,,,,,,,,,,,,,,,
BG0P5115,5115 PINK BAG,BG,UNIT,,10,1,,,,,,,,,,,,,,,,
BGDP5115,5115 DARK PINK BAG,BG,UNIT,,10,1,,,,,,,,,,,,,,,,
BGBB5115,5115 BLACK BAG,BG,UNIT,,10,1,,,,,,,,,,,,,,,,
BGBE7611,7611 BLUE BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BGBB7611,7611 BLACK BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BG0P7611,7611 PINK BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BG0G7615,7615 GRAY BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BG0R7615,7615 RED BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BGBB7615,7615 BALCK BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BGBE7513,7513 BLUE BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BG0G7513,7513 GRAY BAG,BG,UNIT,,10.99,1,,,,,,,,,,,,,,,,
