Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
BG0G15032,3.1,5,WH1,2,,,,received,,PAID,,,
BG0P15032,3.1,5,WH1,2,,,,received,,PAID,,,
BG0R15032,3.1,5,WH1,2,,,,received,,PAID,,,
BGBB15032,3.1,5,WH1,2,,,,received,,PAID,,,
BG0G40622,3.3,5,WH1,2,,,,received,,PAID,,,
BG0Y40622,3.3,5,WH1,2,,,,received,,PAID,,,
BG0W40622,3.3,10,WH1,2,,,,received,,PAID,,,
BGBB40622,3.3,10,WH1,2,,,,received,,PAID,,,
BGBE15072,5,8,WH1,2,,,,received,,PAID,,,
BG0P15072,5,1,WH1,2,,,,received,,PAID,,,
BGBB15072,5,5,WH1,2,,,,received,,PAID,,,
BG0G18072,5,5,WH1,2,,,,received,,PAID,,,
BG0P18072,5,5,WH1,2,,,,received,,PAID,,,
BG0W18072,5,5,WH1,2,,,,received,,PAID,,,
BG0G17072,4.5,8,WH1,2,,,,received,,PAID,,,
BGGG17072,4.5,10,WH1,2,,,,received,,PAID,,,
BG009909B,2.8,5,WH1,2,,,,received,,PAID,,,
BG009909S,2.8,5,WH1,2,,,,received,,PAID,,,
BG0G22072,4.6,5,WH1,2,,,,received,,PAID,,,
BGGG22072,4.6,5,WH1,2,,,,received,,PAID,,,
BG0R22072,4.6,5,WH1,2,,,,received,,PAID,,,
BGBB22072,4.6,5,WH1,2,,,,received,,PAID,,,
BGDB53434,3,5,WH1,2,,,,received,,PAID,,,
BG0W53434,3,5,WH1,2,,,,received,,PAID,,,
BGBE53434,3,5,WH1,2,,,,received,,PAID,,,
BGBB53434,3,5,WH1,2,,,,received,,PAID,,,
